+PEUGEOT 208 5 doors 1.6 THP 6MT (165),L4,1598,122 @ 6000 RPM,240 Nm @ 1750-4000 RPM,Turbocharged Direct Injection,Gasoline,129 g/km,217 km/h,7.4 s,Front Wheel Drive,6-speed manual,7.1 L/100Km,4.6 L/100Km,5.6 L/100Km,3965 mm,1740 mm,1461 mm,"1,466/1,450 mm",2537 mm,-,11 cuFT,311 L,0.31,1215 kg,-
+PEUGEOT 208 5 doors 1.6 BlueHDI 5MT (100),L4,1560,74 @ 3750 RPM,254 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,87 g/km,187 km/h,-,Front Wheel Drive,5-speed manual,3.8 L/100Km,3.2 L/100Km,3.4 L/100Km,3965 mm,1740 mm,1461 mm,"1,466/1,450 mm",2537 mm,-,11 cuFT,311 L,0.31,1165 kg,-
+PEUGEOT 208 5 doors 1.6 BlueHDI 5MT (75),L4,1560,55 @ 3500 RPM,230 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,90 g/km,171 km/h,13.3 s,Front Wheel Drive,5-speed manual,4.2 L/100Km,3 L/100Km,3.5 L/100Km,3965 mm,1740 mm,1461 mm,"1,466/1,450 mm",2537 mm,-,11 cuFT,311 L,0.31,1140 kg,-
+PEUGEOT 208 5 doors 1.6 BlueHDI 6MT (120),L4,1560,88 @ 3500 RPM,285 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,94 g/km,190 km/h,9.4 s,Front Wheel Drive,6-speed manual,4.4 L/100Km,3.2 L/100Km,3 L/100Km,3965 mm,1740 mm,1461 mm,"1,466/1,450 mm",2537 mm,-,11 cuFT,311 L,0.31,1190 kg,-
+RENAULT Grand Scenic 1.2 Tce 6MT (115),L4,1199,84.6 @ 4500 RPM,190 Nm @ 2000 RPM,Turbocharged Direct Injection,Gasoline,-,-,Front Wheel Drive,6-speed manual,-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.2 TCe 6MT (130),L4,1199,95.6 @ 5500 RPM,205 Nm @ 2000 RPM,Turbocharged Direct Injection,Gasoline,-,-,Front Wheel Drive,6-speed manual,-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.5 dCi 6MT (110),L4,1461,80.9 @ 4000 RPM,260 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,-,-,Front Wheel Drive,6-speed manual,-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.5 dCi 7AT (110),L4,1461,80.9 @ 4000 RPM,260 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,-,-,Front Wheel Drive,7-speed automatic (EDC),-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.6 dCi 6AT (160),L4,1598,117.7 @ 4000 RPM,380 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,-,-,Front Wheel Drive,6-speed automatic (EDC),-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.6 dCi 6MT (130),L4,1598,95.6 @ 4000 RPM,320 Nm @ 1750 RPM,Turbocharged Common Rail,Diesel,-,-,Front Wheel Drive,6-speed manual,-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
+RENAULT Grand Scenic 1.5 dCi Hybrid Assist 6MT (110),L4,1461,80.9 @ 4000 RPM,260 Nm @ 1750 RPM,Turbocharged Common Rail,Hybrid,-,-,Front Wheel Drive,6-speed manual,-,-,-,4633 mm,1864 mm,1661 mm,"1,595/1,582 mm",2804 mm,160 mm,25.4 cuFT,719 L,-,-,-
